,object_ID,Centroid_X,Centroid_Y,TimePoint,Track_ID
922,923,397.18544418544417,283.71587671587673,44,0
923,924,502.7404552129222,322.47246696035245,44,0
924,925,154.23293976385833,410.7074244546728,44,0
925,926,370.41843180973615,411.4626532887402,44,0
926,927,248.87278434268833,443.41266617429835,44,0
927,928,505.9890560875513,473.2123803009576,44,0
928,929,705.2361825192802,487.3206940874036,44,0
929,930,461.7849840255591,525.3488817891374,44,0
930,931,322.26024327784893,533.2419974391805,44,0
931,932,574.3592334494773,551.6421602787457,44,0
932,933,655.1955137920583,601.7887238557139,44,0
933,934,312.9430498313975,638.0887973023605,44,0
934,935,415.18886097152426,685.4334170854271,44,0
935,936,611.2381381381381,710.0357357357358,44,0
936,937,481.5950168918919,781.9400337837837,44,0
937,938,740.884096147514,939.8363516628251,44,0
938,939,566.1131313131314,26.0006734006734,45,0
939,940,255.8522320362855,71.81881117211745,45,0
940,941,109.47670563601466,145.4878729715582,45,0
941,942,826.4376035339592,175.87299834345666,45,0
942,943,397.11134073882715,283.9845001291656,45,0
943,944,504.62090313182813,321.469774217043,45,0
944,945,11.816618911174785,314.1862464183381,45,0
945,946,15.20384047267356,337.6056129985229,45,0
946,947,154.29465893178636,410.3366673334667,45,0
947,948,371.51526296432513,412.13718278778964,45,0
948,949,248.94302046837544,441.8661257606491,45,0
949,950,505.02843915343914,473.0982142857143,45,0
950,951,706.8393731635651,485.324518445968,45,0
951,952,460.619837398374,524.7346341463415,45,0
952,953,322.58341277407055,534.1906577693042,45,0
953,954,576.9014084507043,551.5400206114737,45,0
954,955,657.3202771919252,602.9542030732148,45,0
955,956,315.4254835039818,639.8794084186576,45,0
956,957,413.0762066045724,684.4974597798475,45,0
957,958,612.3471049457178,712.7261761158022,45,0
958,959,480.2565087494665,781.7853179684165,45,0
959,960,738.318199307426,941.8999615236629,45,0
960,961,763.505291005291,935.5899470899471,45,0
961,962,565.0497884803124,27.48128864301985,46,0
